attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,time_in_role_ratio,time_with_manager_ratio,promotion_recency,role_stagnation,mobility_gap
0,Travel_Rarely,441,Research & Development,8,1,Other,1,1544,3,0,39,1,2,Healthcare Representative,1,Married,7288,3,Y,No,13,3,80,1,9,3,3,7,0,0.9999998571428775,0.9999998571428775,1.0,7,0
0,Travel_Rarely,575,Research & Development,25,3,Life Sciences,1,1545,4,1,44,2,2,Manufacturing Director,2,Single,24152,1,Y,No,13,4,80,0,5,2,3,5,0,0.599999880000024,0.399999920000016,1.0,3,2
0,Travel_Rarely,950,Research & Development,28,3,Technical Degree,1,1546,4,1,97,3,1,Research Scientist,4,Married,4585,4,Y,No,20,4,80,1,8,3,3,5,0,0.799999840000032,0.599999880000024,1.0,4,1
0,Travel_Frequently,288,Research & Development,2,3,Life Sciences,1,1547,4,1,40,3,3,Healthcare Representative,4,Married,18611,2,Y,Yes,14,3,80,1,24,3,1,20,13,0.399999980000001,0.4499999775000011,0.07142857142857142,-5,12
0,Travel_Rarely,1342,Sales,9,2,Medical,1,1548,1,1,47,3,2,Sales Executive,1,Married,19345,0,Y,No,12,4,80,0,9,5,4,8,7,0.4999999375000079,0.12499998437500197,0.125,-3,4
0,Travel_Rarely,589,Research & Development,28,4,Life Sciences,1,1549,2,1,79,3,2,Laboratory Technician,3,Married,22949,1,Y,Yes,12,2,80,1,15,3,3,15,5,0.9333332711111153,0.46666663555555765,0.16666666666666666,9,1
0,Travel_Rarely,898,Human Resources,6,2,Medical,1,1550,3,1,38,3,4,Manager,4,Single,17381,1,Y,Yes,21,4,80,0,21,2,3,21,7,0.3333333174603182,0.3333333174603182,0.125,0,14
0,Travel_Rarely,350,Research & Development,21,2,Technical Degree,1,1551,3,1,57,2,1,Laboratory Technician,1,Divorced,10036,0,Y,No,14,2,80,3,2,3,3,1,0,0.9999990000010001,0.0,1.0,1,0
0,Non-Travel,1142,Research & Development,8,2,Life Sciences,1,1552,4,1,72,3,2,Healthcare Representative,4,Divorced,8841,3,Y,Yes,18,3,80,0,8,2,3,2,2,0.99999950000025,0.99999950000025,0.3333333333333333,0,0
0,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,1553,1,1,66,3,3,Healthcare Representative,2,Divorced,20933,1,Y,No,12,1,80,3,10,4,3,10,7,0.7999999200000081,0.699999930000007,0.125,1,2
0,Travel_Rarely,1402,Sales,28,4,Life Sciences,1,1554,2,0,98,2,1,Sales Representative,3,Married,26204,0,Y,No,23,1,80,2,6,5,3,5,4,0.599999880000024,0.399999920000016,0.2,-1,2
0,Travel_Rarely,824,Research & Development,5,2,Life Sciences,1,1555,4,0,67,2,2,Research Scientist,2,Married,15624,3,Y,No,12,1,80,1,12,2,3,7,2,0.1428571224489825,0.7142856122449125,0.3333333333333333,-1,6
0,Travel_Rarely,1157,Sales,2,4,Life Sciences,1,1556,3,1,70,3,1,Sales Representative,4,Single,17001,3,Y,Yes,21,4,80,0,7,3,2,3,1,0.6666664444445185,0.6666664444445185,0.5,1,1
0,Travel_Rarely,492,Sales,16,4,Life Sciences,1,1557,3,0,96,3,2,Sales Executive,3,Divorced,13693,8,Y,No,14,3,80,1,18,2,3,8,7,0.8749998906250137,0.8749998906250137,0.125,0,1
0,Travel_Rarely,598,Research & Development,9,3,Life Sciences,1,1558,3,1,91,4,1,Research Scientist,3,Married,22376,6,Y,No,18,1,80,2,5,2,2,1,0,0.0,0.0,1.0,0,1
0,Travel_Rarely,1242,Sales,8,4,Life Sciences,1,1560,1,1,46,3,2,Sales Executive,1,Married,10589,2,Y,No,13,4,80,1,8,6,1,2,2,0.99999950000025,0.99999950000025,0.3333333333333333,0,0
1,Travel_Rarely,740,Sales,1,3,Life Sciences,1,1562,2,1,64,2,2,Sales Executive,1,Married,5323,1,Y,No,11,4,80,1,10,4,3,10,6,0.7999999200000081,0.699999930000007,0.14285714285714285,2,2
0,Travel_Frequently,888,Human Resources,10,4,Human Resources,1,1563,3,1,71,3,2,Human Resources,3,Married,14814,3,Y,No,11,3,80,0,10,2,3,6,1,0.49999991666668053,0.33333327777778704,0.5,2,3
0,Travel_Rarely,992,Research & Development,1,3,Medical,1,1564,4,1,68,2,1,Laboratory Technician,1,Single,21731,1,Y,No,19,2,80,0,3,3,3,3,1,0.0,0.6666664444445185,0.5,-1,3
0,Travel_Rarely,1288,Sales,29,4,Technical Degree,1,1568,3,1,33,3,3,Sales Executive,2,Married,17799,3,Y,No,12,2,80,1,9,3,3,4,1,0.49999987500003124,0.7499998125000469,0.5,1,2
1,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,1569,1,0,69,3,1,Laboratory Technician,1,Divorced,26619,1,Y,Yes,12,4,80,1,1,2,3,1,0,0.0,0.0,1.0,0,1
1,Travel_Rarely,607,Research & Development,2,5,Technical Degree,1,1572,3,0,78,2,3,Manufacturing Director,4,Married,14618,0,Y,No,16,2,80,1,34,4,3,33,1,0.21212120569329682,0.2727272644628102,0.5,6,26
1,Travel_Rarely,903,Research & Development,2,3,Medical,1,1573,3,1,81,3,2,Manufacturing Director,2,Married,7653,4,Y,No,11,1,80,2,7,2,3,5,1,0.399999920000016,0.799999840000032,0.5,1,3
0,Non-Travel,1200,Research & Development,1,4,Technical Degree,1,1574,4,1,62,3,2,Research Scientist,1,Married,25174,4,Y,No,14,2,80,1,9,3,2,6,1,0.8333331944444675,0.33333327777778704,0.5,4,1
0,Travel_Rarely,1108,Research & Development,15,4,Other,1,1576,3,0,65,3,1,Research Scientist,1,Married,16530,8,Y,No,12,4,80,1,10,3,2,8,7,0.24999996875000394,0.7499999062500118,0.125,-5,6
0,Travel_Rarely,479,Research & Development,7,4,Medical,1,1577,1,1,35,3,1,Research Scientist,4,Single,22061,1,Y,No,13,3,80,0,1,4,1,1,0,0.0,0.0,1.0,0,1
0,Travel_Rarely,685,Sales,26,5,Marketing,1,1578,3,1,60,2,5,Manager,4,Married,23037,1,Y,No,21,3,80,1,36,3,3,36,2,0.16666666203703717,0.36111110108024724,0.3333333333333333,4,30
0,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,1,1580,2,1,45,3,2,Research Scientist,4,Married,13008,9,Y,No,17,2,80,1,9,3,2,2,2,0.99999950000025,0.499999750000125,0.3333333333333333,0,0
0,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,1581,1,0,89,3,1,Research Scientist,4,Married,11133,1,Y,No,21,1,80,0,1,5,3,1,0,0.0,0.0,1.0,0,1
0,Travel_Rarely,1245,Sales,14,3,Life Sciences,1,1582,3,1,80,3,2,Sales Executive,2,Married,12355,0,Y,No,11,4,80,1,10,3,3,9,7,0.8888887901234679,0.7777776913580343,0.125,1,1
0,Travel_Rarely,437,Sales,16,3,Life Sciences,1,1583,2,0,90,3,2,Sales Executive,2,Single,16379,2,Y,No,12,2,80,0,8,5,4,3,1,0.6666664444445185,0.6666664444445185,0.5,1,1
0,Travel_Rarely,884,Sales,1,4,Life Sciences,1,1585,2,0,73,3,2,Sales Executive,3,Single,21447,6,Y,No,13,1,80,0,15,5,3,1,0,0.0,0.0,1.0,0,1
0,Travel_Rarely,1370,Research & Development,3,1,Medical,1,1586,2,1,87,3,1,Laboratory Technician,1,Single,16213,1,Y,Yes,18,4,80,0,10,3,3,10,1,0.8999999100000091,0.499999950000005,0.5,8,1
0,Travel_Rarely,670,Research & Development,10,4,Medical,1,1587,1,0,51,3,2,Healthcare Representative,3,Single,4223,3,Y,Yes,16,3,80,0,10,4,3,5,0,0.399999920000016,0.799999840000032,1.0,2,3
0,Travel_Rarely,1462,Sales,6,3,Medical,1,1588,4,1,38,4,3,Sales Executive,3,Married,4658,2,Y,No,11,1,80,1,11,3,3,7,7,0.857142734693895,0.857142734693895,0.125,-1,1
0,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,1590,1,1,87,3,2,Healthcare Representative,4,Divorced,24483,1,Y,No,19,4,80,1,6,0,4,6,1,0.6666665555555741,0.49999991666668053,0.5,3,2
0,Travel_Rarely,264,Sales,9,3,Marketing,1,1591,3,1,59,3,5,Manager,3,Married,19519,4,Y,Yes,16,3,80,1,27,2,3,1,0,0.0,0.0,1.0,0,1
0,Travel_Rarely,977,Research & Development,10,3,Technical Degree,1,1592,4,1,45,4,1,Research Scientist,3,Married,12826,2,Y,No,16,4,80,1,4,2,3,2,2,0.99999950000025,0.99999950000025,0.3333333333333333,0,0
0,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,1594,1,1,80,4,2,Laboratory Technician,1,Married,19711,3,Y,Yes,13,4,80,1,9,3,3,3,0,0.6666664444445185,0.6666664444445185,1.0,2,1
0,Travel_Rarely,1059,Research & Development,9,2,Other,1,1595,4,1,93,2,5,Manager,4,Single,26362,8,Y,No,22,4,80,0,24,2,3,1,0,0.0,0.9999990000010001,1.0,0,1
0,Travel_Rarely,750,Research & Development,28,3,Life Sciences,1,1596,2,1,46,4,2,Laboratory Technician,3,Married,25348,1,Y,No,17,4,80,2,10,3,2,10,6,0.8999999100000091,0.7999999200000081,0.14285714285714285,3,1
0,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1,1597,4,1,92,2,2,Healthcare Representative,3,Married,15332,1,Y,No,14,2,80,1,8,3,2,8,7,0.24999996875000394,0.8749998906250137,0.125,-5,6
0,Travel_Rarely,118,Sales,14,2,Life Sciences,1,1598,4,0,84,3,2,Sales Executive,1,Married,11262,1,Y,No,15,3,80,1,5,2,3,5,1,0.799999840000032,0.399999920000016,0.5,3,1
0,Travel_Rarely,990,Research & Development,27,3,Technical Degree,1,1599,4,1,87,4,1,Laboratory Technician,2,Divorced,5855,5,Y,No,12,3,80,1,8,0,3,6,0,0.6666665555555741,0.33333327777778704,1.0,4,2
0,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,1,1601,3,1,63,2,1,Laboratory Technician,4,Married,7713,1,Y,No,18,4,80,1,1,5,2,1,0,0.0,0.9999990000010001,1.0,0,1
0,Travel_Rarely,563,Sales,1,4,Life Sciences,1,1602,4,1,56,4,4,Manager,1,Single,3156,1,Y,No,15,2,80,0,27,5,1,26,0,0.0,0.4615384437869829,1.0,0,26
1,Travel_Rarely,329,Research & Development,24,3,Medical,1,1604,3,1,51,3,1,Laboratory Technician,2,Married,7324,1,Y,Yes,17,3,80,3,1,3,3,1,0,0.9999990000010001,0.0,1.0,1,0
0,Non-Travel,457,Research & Development,26,2,Other,1,1605,2,0,85,2,1,Research Scientist,3,Married,10293,1,Y,Yes,14,2,80,0,4,2,2,4,1,0.49999987500003124,0.7499998125000469,0.5,1,2
0,Travel_Frequently,1234,Research & Development,20,5,Medical,1,1606,2,1,41,3,4,Healthcare Representative,3,Married,20689,2,Y,Yes,15,3,80,1,32,3,3,30,12,0.26666665777777804,0.4333333188888894,0.07692307692307693,-4,22
0,Travel_Rarely,634,Research & Development,5,4,Other,1,1607,2,0,35,4,1,Research Scientist,4,Married,18783,3,Y,No,17,4,80,2,6,3,3,3,0,0.6666664444445185,0.6666664444445185,1.0,2,1
0,Travel_Rarely,1313,Research & Development,7,3,Medical,1,1608,2,0,31,3,5,Research Director,4,Divorced,3549,0,Y,Yes,14,4,80,1,23,4,2,22,1,0.3181818037190089,0.4545454338842984,0.5,6,15
0,Travel_Rarely,241,Research & Development,7,3,Medical,1,1609,2,1,48,2,1,Research Scientist,2,Married,5348,1,Y,No,12,2,80,1,6,3,2,6,1,0.6666665555555741,0.16666663888889352,0.5,3,2
0,Travel_Rarely,1015,Research & Development,5,5,Medical,1,1611,3,0,50,1,2,Laboratory Technician,1,Single,23447,1,Y,Yes,14,1,80,0,10,3,3,10,1,0.699999930000007,0.39999996000000404,0.5,6,3
0,Non-Travel,336,Sales,26,3,Marketing,1,1612,1,1,52,2,2,Sales Executive,1,Married,24162,1,Y,No,15,1,80,1,10,2,3,10,4,0.699999930000007,0.499999950000005,0.2,3,3
0,Travel_Frequently,715,Sales,2,4,Other,1,1613,4,1,54,3,2,Sales Executive,1,Single,21602,7,Y,No,13,4,80,0,10,3,3,5,0,0.399999920000016,0.599999880000024,1.0,2,3
0,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,1614,3,0,76,3,2,Manufacturing Director,3,Married,12421,9,Y,Yes,12,2,80,2,7,2,3,3,1,0.6666664444445185,0.33333322222225925,0.5,1,1
0,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1,1615,3,1,42,4,2,Manufacturing Director,4,Divorced,17000,1,Y,No,13,1,80,1,9,3,3,9,7,0.7777776913580343,0.22222219753086697,0.125,0,2
0,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1,1617,3,0,84,3,1,Laboratory Technician,1,Married,22102,1,Y,No,14,4,80,1,10,3,2,9,1,0.6666665925926009,0.44444439506173394,0.5,5,3
0,Travel_Rarely,1387,Research & Development,10,5,Medical,1,1618,2,1,76,3,2,Manufacturing Director,1,Married,3835,2,Y,No,13,4,80,3,10,3,3,7,7,0.9999998571428775,0.9999998571428775,0.125,0,0
0,Travel_Rarely,1302,Research & Development,19,3,Other,1,1619,4,1,67,2,1,Laboratory Technician,1,Divorced,16290,1,Y,No,11,1,80,2,7,3,3,7,0,0.9999998571428775,0.9999998571428775,1.0,7,0
0,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1,1621,2,1,48,4,2,Research Scientist,1,Married,26312,1,Y,No,11,4,80,0,16,2,3,16,1,0.9374999414062536,0.6249999609375024,0.5,14,1
0,Travel_Rarely,580,Research & Development,27,3,Medical,1,1622,2,0,39,1,2,Manufacturing Director,1,Divorced,20460,0,Y,No,21,2,80,1,6,5,2,5,0,0.599999880000024,0.0,1.0,3,2
0,Travel_Rarely,546,Research & Development,5,1,Medical,1,1623,3,1,97,3,1,Research Scientist,4,Single,26009,1,Y,No,18,3,80,0,3,2,3,2,2,0.99999950000025,0.99999950000025,0.3333333333333333,0,0
1,Travel_Frequently,544,Sales,3,2,Medical,1,1624,2,0,70,3,1,Sales Representative,4,Single,18420,1,Y,Yes,12,3,80,0,0,2,4,0,0,0.0,0.0,1.0,0,0
0,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1,1625,4,0,98,3,5,Manager,3,Married,5220,3,Y,No,11,3,80,1,27,2,3,5,1,0.399999920000016,0.0,0.5,1,3
0,Travel_Rarely,170,Research & Development,3,2,Medical,1,1627,3,1,76,2,2,Laboratory Technician,3,Divorced,10302,0,Y,No,15,4,80,1,11,3,3,10,0,0.7999999200000081,0.699999930000007,1.0,8,2
0,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,1628,1,0,80,2,3,Manufacturing Director,3,Married,25800,1,Y,No,13,4,80,2,18,2,3,18,14,0.8333332870370396,0.6666666296296316,0.06666666666666667,1,3
0,Non-Travel,208,Research & Development,8,4,Life Sciences,1,1630,3,0,52,3,2,Healthcare Representative,3,Married,12250,1,Y,No,12,4,80,1,15,5,3,14,2,0.7857142295918408,0.6428570969387788,0.3333333333333333,9,3
0,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,1631,3,1,85,3,2,Manufacturing Director,3,Married,26493,3,Y,No,17,1,80,3,9,2,2,4,0,0.7499998125000469,0.49999987500003124,1.0,3,1
0,Travel_Frequently,711,Research & Development,4,3,Medical,1,1633,1,0,81,3,2,Manufacturing Director,3,Single,3140,0,Y,No,13,4,80,0,10,2,1,9,3,0.22222219753086697,0.8888887901234679,0.25,-1,7
0,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635,4,0,59,2,2,Manufacturing Director,4,Divorced,5388,1,Y,No,19,1,80,2,10,3,3,10,3,0.699999930000007,0.8999999100000091,0.25,4,3
0,Travel_Rarely,397,Research & Development,2,2,Medical,1,1638,4,0,54,2,3,Manufacturing Director,3,Married,14199,3,Y,Yes,19,4,80,1,10,6,4,5,0,0.799999840000032,0.399999920000016,1.0,4,1
1,Travel_Rarely,737,Sales,10,3,Medical,1,1639,4,1,55,2,3,Sales Executive,1,Married,21530,9,Y,No,17,3,80,0,15,3,3,13,6,0.9230768520710114,0.0,0.14285714285714285,6,1
0,Travel_Rarely,1470,Research & Development,10,3,Medical,1,1640,2,0,71,3,1,Research Scientist,2,Married,9953,1,Y,No,11,1,80,1,8,2,1,8,7,0.4999999375000079,0.8749998906250137,0.125,-3,4
0,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1,1641,3,0,84,3,3,Manufacturing Director,4,Single,19948,6,Y,Yes,15,4,80,0,18,2,2,4,3,0.49999987500003124,0.7499998125000469,0.25,-1,2
0,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1642,1,1,37,3,2,Human Resources,4,Married,10503,4,Y,Yes,11,3,80,0,14,3,3,10,0,0.699999930000007,0.19999998000000202,1.0,7,3
0,Travel_Frequently,365,Research & Development,4,5,Medical,1,1644,3,1,89,2,4,Manager,4,Married,5602,2,Y,No,25,2,80,1,23,3,3,2,2,0.99999950000025,0.99999950000025,0.3333333333333333,0,0
1,Travel_Rarely,763,Sales,15,2,Medical,1,1645,1,1,59,1,2,Sales Executive,4,Divorced,22098,6,Y,Yes,14,4,80,2,7,2,2,2,2,0.99999950000025,0.99999950000025,0.3333333333333333,0,0
0,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,1646,1,0,32,3,1,Research Scientist,4,Single,17218,1,Y,Yes,13,3,80,0,6,2,3,6,1,0.49999991666668053,0.49999991666668053,0.5,2,3
0,Travel_Rarely,486,Research & Development,8,3,Medical,1,1647,2,0,86,4,1,Research Scientist,3,Married,22490,7,Y,No,17,1,80,0,5,0,3,3,0,0.6666664444445185,0.6666664444445185,1.0,2,1
0,Travel_Frequently,591,Research & Development,2,3,Medical,1,1648,4,1,87,3,1,Research Scientist,4,Single,6297,2,Y,No,13,3,80,0,6,0,2,4,1,0.49999987500003124,0.49999987500003124,0.5,1,2
1,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1649,1,1,73,3,1,Laboratory Technician,1,Single,3339,3,Y,Yes,14,2,80,0,10,3,1,4,0,0.49999987500003124,0.7499998125000469,1.0,2,2
0,Travel_Rarely,469,Sales,10,3,Medical,1,1650,3,1,42,2,2,Sales Executive,3,Single,23413,9,Y,No,11,3,80,0,8,2,3,5,1,0.399999920000016,0.799999840000032,0.5,1,3
0,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,2,0,42,3,3,Healthcare Representative,1,Married,22792,4,Y,No,12,3,80,2,9,6,3,3,0,0.6666664444445185,0.6666664444445185,1.0,2,1
0,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1,1653,4,1,77,4,2,Manufacturing Director,3,Divorced,4973,1,Y,No,17,3,80,2,7,6,3,7,0,0.9999998571428775,0.9999998571428775,1.0,7,0
0,Travel_Rarely,492,Research & Development,12,3,Medical,1,1654,4,1,66,3,2,Manufacturing Director,2,Married,7693,4,Y,No,21,3,80,0,7,3,3,5,1,0.799999840000032,0.0,0.5,3,1
0,Travel_Rarely,301,Research & Development,22,4,Other,1,1655,1,0,72,3,4,Research Director,2,Married,3498,3,Y,No,16,2,80,2,27,2,3,4,1,0.49999987500003124,0.49999987500003124,0.5,1,2
0,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,1656,4,0,50,2,3,Research Director,1,Divorced,21981,5,Y,No,15,3,80,3,19,3,3,14,1,0.7857142295918408,0.7857142295918408,0.5,10,3
0,Travel_Rarely,1141,Sales,2,3,Medical,1,1657,3,0,31,3,1,Sales Representative,3,Single,13251,1,Y,No,19,1,80,0,2,3,3,2,2,0.99999950000025,0.99999950000025,0.3333333333333333,0,0
0,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,1658,4,0,66,3,2,Research Scientist,2,Divorced,19332,1,Y,No,12,3,80,1,11,2,3,11,7,0.7272726611570308,0.8181817438016598,0.125,1,3
0,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1659,1,1,77,3,1,Laboratory Technician,2,Single,10950,2,Y,No,11,3,80,0,15,4,3,4,1,0.7499998125000469,0.7499998125000469,0.5,2,1
0,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,1661,3,0,41,2,4,Healthcare Representative,3,Married,11652,2,Y,Yes,19,2,80,1,30,3,3,15,2,0.7333332844444478,0.7999999466666703,0.3333333333333333,9,4
0,Non-Travel,894,Research & Development,1,4,Medical,1,1662,4,0,33,2,2,Manufacturing Director,3,Married,15411,0,Y,No,15,3,80,0,4,6,3,3,1,0.6666664444445185,0.6666664444445185,0.5,1,1
0,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,1664,4,1,79,4,2,Healthcare Representative,1,Divorced,26308,6,Y,No,20,1,80,1,13,3,3,5,0,0.799999840000032,0.799999840000032,1.0,4,1
0,Travel_Rarely,584,Research & Development,22,5,Medical,1,1665,2,0,91,3,4,Manager,3,Married,18685,3,Y,No,25,3,80,1,36,6,3,10,4,0.7999999200000081,0.699999930000007,0.2,4,2
0,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,1666,3,1,65,2,4,Research Director,3,Married,3525,1,Y,No,24,1,80,1,14,3,3,14,6,0.7142856632653098,0.7857142295918408,0.14285714285714285,4,4
1,Travel_Frequently,880,Sales,12,4,Other,1,1667,4,1,36,3,2,Sales Executive,4,Single,10414,3,Y,Yes,24,1,80,0,13,2,4,11,6,0.8181817438016598,0.636363578512402,0.14285714285714285,3,2
0,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,1668,4,1,90,3,2,Research Scientist,4,Married,9867,7,Y,No,15,4,80,2,19,4,4,13,2,0.8461537810650938,0.6923076390532585,0.3333333333333333,9,2
0,Travel_Rarely,991,Sales,5,3,Medical,1,1669,1,1,43,2,2,Sales Executive,2,Divorced,3356,1,Y,Yes,13,2,80,1,10,3,2,10,0,0.0,0.8999999100000091,1.0,0,10
0,Travel_Rarely,392,Sales,2,4,Medical,1,1670,4,1,93,3,2,Sales Executive,4,Divorced,3921,1,Y,No,14,3,80,2,6,5,3,6,0,0.33333327777778704,0.6666665555555741,1.0,2,4
0,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671,4,1,45,3,2,Research Scientist,2,Divorced,25518,0,Y,No,13,3,80,2,10,4,2,9,1,0.5555554938271674,0.6666665925926009,0.5,4,4
0,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673,1,0,67,3,2,Sales Executive,4,Married,22589,1,Y,No,11,1,80,2,10,2,3,10,0,0.0,0.19999998000000202,1.0,0,10
0,Travel_Rarely,464,Research & Development,16,3,Medical,1,1674,4,0,74,3,1,Laboratory Technician,1,Divorced,24941,4,Y,Yes,16,2,80,1,17,2,2,2,2,0.99999950000025,0.99999950000025,0.3333333333333333,0,0
0,Travel_Frequently,148,Research & Development,2,3,Medical,1,1675,4,0,42,2,1,Laboratory Technician,2,Single,23826,1,Y,No,22,2,80,0,4,3,3,4,3,0.7499998125000469,0.7499998125000469,0.25,0,1
0,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,1676,2,0,47,4,4,Manager,2,Divorced,21086,6,Y,No,14,3,80,3,29,2,3,3,1,0.6666664444445185,0.6666664444445185,0.5,1,1
0,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,1677,3,1,36,3,4,Manager,3,Single,22384,4,Y,No,14,1,80,0,23,2,3,8,0,0.8749998906250137,0.0,1.0,7,1
0,Travel_Rarely,1206,Sales,23,2,Life Sciences,1,1678,4,1,80,3,3,Sales Executive,3,Single,11591,3,Y,Yes,16,4,80,0,21,2,3,2,0,0.0,0.99999950000025,1.0,0,2
0,Travel_Rarely,727,Sales,9,1,Life Sciences,1,1680,4,1,54,3,1,Sales Representative,1,Single,21082,1,Y,No,11,1,80,0,2,3,3,2,0,0.99999950000025,0.99999950000025,1.0,2,0
0,Non-Travel,530,Sales,16,3,Life Sciences,1,1681,3,0,36,3,2,Sales Executive,4,Divorced,16130,1,Y,Yes,25,3,80,1,7,2,3,6,1,0.8333331944444675,0.33333327777778704,0.5,4,1
0,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,1,1,80,3,2,Healthcare Representative,3,Married,7419,6,Y,No,14,2,80,2,10,2,2,3,0,0.6666664444445185,0.6666664444445185,1.0,2,1
0,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,3,0,44,3,1,Human Resources,4,Divorced,4167,4,Y,Yes,18,1,80,3,8,2,3,2,2,0.99999950000025,0.99999950000025,0.3333333333333333,0,0
1,Travel_Rarely,1320,Research & Development,8,1,Medical,1,1684,4,1,93,2,1,Laboratory Technician,3,Single,20586,1,Y,Yes,11,1,80,0,5,2,3,5,1,0.799999840000032,0.399999920000016,0.5,3,1
0,Travel_Rarely,1495,Research & Development,4,2,Medical,1,1687,4,0,87,3,1,Laboratory Technician,3,Married,26176,7,Y,No,19,4,80,1,7,5,2,0,0,0.0,0.0,1.0,0,0
0,Travel_Rarely,1395,Research & Development,24,4,Medical,1,1689,2,1,48,4,3,Healthcare Representative,4,Married,3458,3,Y,No,15,3,80,0,11,2,3,4,1,0.7499998125000469,0.49999987500003124,0.5,2,1
1,Travel_Frequently,708,Sales,7,2,Medical,1,1691,4,0,95,3,1,Sales Representative,3,Married,11740,2,Y,Yes,11,3,80,2,19,3,3,9,7,0.7777776913580343,0.7777776913580343,0.125,0,2
1,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1,1692,4,1,95,3,1,Laboratory Technician,2,Single,24852,1,Y,No,12,1,80,0,1,2,3,1,0,0.0,0.0,1.0,0,1
0,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,1,76,3,1,Laboratory Technician,4,Single,11925,1,Y,No,20,3,80,0,7,5,3,7,5,0.9999998571428775,0.9999998571428775,0.16666666666666666,2,0
0,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,1694,1,1,94,2,1,Research Scientist,2,Divorced,23737,5,Y,No,12,4,80,1,8,1,3,4,1,0.49999987500003124,0.49999987500003124,0.5,1,2
0,Travel_Rarely,1157,Research & Development,5,2,Medical,1,1696,2,1,57,2,2,Laboratory Technician,4,Married,11912,1,Y,No,14,3,80,1,15,3,4,15,4,0.6666666222222252,0.8666666088888928,0.2,6,5
0,Travel_Rarely,370,Research & Development,1,4,Medical,1,1697,3,1,92,1,3,Healthcare Representative,4,Divorced,20467,3,Y,No,20,3,80,1,19,2,4,1,0,0.0,0.0,1.0,0,1
0,Travel_Rarely,267,Research & Development,21,3,Medical,1,1698,2,1,79,4,1,Laboratory Technician,2,Married,13637,1,Y,No,18,4,80,3,14,6,3,14,2,0.7857142295918408,0.9285713622449028,0.3333333333333333,9,3
0,Travel_Frequently,1278,Sales,1,4,Medical,1,1700,3,1,31,1,2,Sales Executive,4,Divorced,7677,1,Y,No,14,3,80,2,6,2,2,6,1,0.49999991666668053,0.49999991666668053,0.5,2,3
0,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,1701,2,0,35,2,1,Research Scientist,4,Married,20338,1,Y,No,12,2,80,0,10,3,3,10,8,0.8999999100000091,0.699999930000007,0.1111111111111111,1,1
1,Travel_Rarely,427,Sales,7,3,Life Sciences,1,1702,3,1,99,3,1,Sales Representative,4,Divorced,25103,1,Y,Yes,21,2,80,1,3,2,3,3,0,0.6666664444445185,0.6666664444445185,1.0,2,1
